"Tendências","Volume de pesquisa","Iniciado","Finalizada","Detalhamento da tendência","Acesse a página ""Explorar"""
"blowing dust advisory","2 mil+","11 de julho de 2026 às 05:30:00 UTC-3","11 de julho de 2026 às 17:40:00 UTC-3","blowing dust advisory,tucson weather","./explore?q=blowing%20dust%20advisory&geo=US"
"u.s. soccer","20 mil+","9 de julho de 2026 às 09:40:00 UTC-3","9 de julho de 2026 às 17:40:00 UTC-3","u.s. soccer,belgium trump dance,who won the soccer game last night,did usa win,did the us win the soccer game today,soccer,did usa win the soccer game today,soccer games,us loss to belgium,john strong,world cu,who won last night soccer game,game today,future,word,fox one world cup","./explore?q=u.s.%20soccer&geo=US"
"matt miller espn leave","2 mil+","10 de julho de 2026 às 21:40:00 UTC-3","11 de julho de 2026 às 12:10:00 UTC-3","matt miller espn leave,matt miller espn,matt miller","./explore?q=matt%20miller%20espn%20leave&geo=US"
"costco stock","500+","13 de julho de 2026 às 11:00:00 UTC-3","13 de julho de 2026 às 12:50:00 UTC-3","costco stock","./explore?q=costco%20stock&geo=US"
"tiempo mañana","1 mil+","12 de julho de 2026 às 23:20:00 UTC-3","13 de julho de 2026 às 01:30:00 UTC-3","tiempo mañana","./explore?q=tiempo%20ma%C3%B1ana&geo=US"
"trump lawyer","2 mil+","12 de julho de 2026 às 16:20:00 UTC-3","12 de julho de 2026 às 18:10:00 UTC-3","trump lawyer","./explore?q=trump%20lawyer&geo=US"
"rodri","5 mil+","10 de julho de 2026 às 15:50:00 UTC-3","10 de julho de 2026 às 19:00:00 UTC-3","rodri","./explore?q=rodri&geo=US"
"club friendlies","2 mil+","11 de julho de 2026 às 23:30:00 UTC-3","12 de julho de 2026 às 03:40:00 UTC-3","club friendlies","./explore?q=club%20friendlies&geo=US"
"bantamweight","2 mil+","11 de julho de 2026 às 21:20:00 UTC-3","12 de julho de 2026 às 00:50:00 UTC-3","bantamweight","./explore?q=bantamweight&geo=US"
"tom hanks","5 mil+","9 de julho de 2026 às 07:30:00 UTC-3","10 de julho de 2026 às 02:20:00 UTC-3","tom hanks","./explore?q=tom%20hanks&geo=US"
"dan burn","5 mil+","11 de julho de 2026 às 20:30:00 UTC-3","11 de julho de 2026 às 21:50:00 UTC-3","dan burn,dan burn england","./explore?q=dan%20burn&geo=US"
"clima de hoy","1 mil+","13 de julho de 2026 às 07:30:00 UTC-3","13 de julho de 2026 às 09:10:00 UTC-3","clima de hoy","./explore?q=clima%20de%20hoy&geo=US"
"white house columns","5 mil+","9 de julho de 2026 às 15:40:00 UTC-3","10 de julho de 2026 às 02:10:00 UTC-3","white house columns,new subdivisions,is","./explore?q=white%20house%20columns&geo=US"
"dictator mbappe","10 mil+","9 de julho de 2026 às 16:30:00 UTC-3","9 de julho de 2026 às 20:50:00 UTC-3","dictator mbappe,mbappe dictator meme,mbappe dictator,mbappe meme","./explore?q=dictator%20mbappe&geo=US"
"météo cette semaine","500+","13 de julho de 2026 às 01:30:00 UTC-3","13 de julho de 2026 às 08:30:00 UTC-3","météo cette semaine","./explore?q=m%C3%A9t%C3%A9o%20cette%20semaine&geo=US"
"geno auriemma","5 mil+","7 de julho de 2026 às 15:10:00 UTC-3","8 de julho de 2026 às 00:20:00 UTC-3","geno auriemma","./explore?q=geno%20auriemma&geo=US"
"josé manuel lópez","2 mil+","12 de julho de 2026 às 00:20:00 UTC-3","12 de julho de 2026 às 02:00:00 UTC-3","josé manuel lópez","./explore?q=jos%C3%A9%20manuel%20l%C3%B3pez&geo=US"
"nvda stock price","500+","13 de julho de 2026 às 11:20:00 UTC-3","13 de julho de 2026 às 12:40:00 UTC-3","nvda stock price","./explore?q=nvda%20stock%20price&geo=US"
"mason thames","2 mil+","10 de julho de 2026 às 01:50:00 UTC-3","11 de julho de 2026 às 06:10:00 UTC-3","mason thames","./explore?q=mason%20thames&geo=US"
"salisbury poisonings","1 mil+","12 de julho de 2026 às 21:20:00 UTC-3","13 de julho de 2026 às 00:00:00 UTC-3","salisbury poisonings","./explore?q=salisbury%20poisonings&geo=US"
"ari shtein","2 mil+","10 de julho de 2026 às 01:30:00 UTC-3","10 de julho de 2026 às 14:30:00 UTC-3","ari shtein","./explore?q=ari%20shtein&geo=US"
"hey jude","2 mil+","11 de julho de 2026 às 18:50:00 UTC-3","12 de julho de 2026 às 02:00:00 UTC-3","hey jude","./explore?q=hey%20jude&geo=US"
"angel di maria","2 mil+","11 de julho de 2026 às 22:10:00 UTC-3","12 de julho de 2026 às 01:40:00 UTC-3","angel di maria,andres escobar,lucumi colombia,campaz colombia","./explore?q=angel%20di%20maria&geo=US"
"washington post","2 mil+","12 de julho de 2026 às 03:30:00 UTC-3","12 de julho de 2026 às 11:10:00 UTC-3","washington post","./explore?q=washington%20post&geo=US"
"mexico replaced their manager after the recent world cup elimination","10 mil+","7 de julho de 2026 às 07:20:00 UTC-3","7 de julho de 2026 às 20:20:00 UTC-3","mexico replaced their manager after the recent world cup elimination,are mexico and england going to rematch","./explore?q=mexico%20replaced%20their%20manager%20after%20the%20recent%20world%20cup%20elimination&geo=US"
"world cup overtime rules","5 mil+","11 de julho de 2026 às 20:00:00 UTC-3","11 de julho de 2026 às 21:20:00 UTC-3","world cup overtime rules,soccer overtime,world cup ot rules","./explore?q=world%20cup%20overtime%20rules&geo=US"
"jaime king","5 mil+","9 de julho de 2026 às 12:50:00 UTC-3","10 de julho de 2026 às 12:20:00 UTC-3","jaime king,blake lively","./explore?q=jaime%20king&geo=US"
"nusa","2 mil+","11 de julho de 2026 às 19:30:00 UTC-3","11 de julho de 2026 às 21:40:00 UTC-3","nusa","./explore?q=nusa&geo=US"
"zoo","2 mil+","11 de julho de 2026 às 10:40:00 UTC-3","11 de julho de 2026 às 16:00:00 UTC-3","zoo","./explore?q=zoo&geo=US"
"xom stock","500+","13 de julho de 2026 às 11:00:00 UTC-3","13 de julho de 2026 às 12:40:00 UTC-3","xom stock","./explore?q=xom%20stock&geo=US"
"magda linette","500+","13 de julho de 2026 às 12:30:00 UTC-3","13 de julho de 2026 às 14:00:00 UTC-3","magda linette","./explore?q=magda%20linette&geo=US"
"svengoolie","2 mil+","11 de julho de 2026 às 19:40:00 UTC-3","12 de julho de 2026 às 00:20:00 UTC-3","svengoolie,svengoolie tonight","./explore?q=svengoolie&geo=US"
"世界杯直播","2 mil+","11 de julho de 2026 às 18:10:00 UTC-3","12 de julho de 2026 às 01:00:00 UTC-3","世界杯直播,世界杯2026,阿根廷 对阵 瑞士","./explore?q=%E4%B8%96%E7%95%8C%E6%9D%AF%E7%9B%B4%E6%92%AD&geo=US"
"anthony davis la mansion sale","2 mil+","9 de julho de 2026 às 20:10:00 UTC-3","10 de julho de 2026 às 10:20:00 UTC-3","anthony davis la mansion sale","./explore?q=anthony%20davis%20la%20mansion%20sale&geo=US"
"covid-19 vaccine card","5 mil+","9 de julho de 2026 às 15:30:00 UTC-3","9 de julho de 2026 às 20:40:00 UTC-3","covid-19 vaccine card","./explore?q=covid-19%20vaccine%20card&geo=US"
"trump lincoln memorial renovation lawsuit","5 mil+","8 de julho de 2026 às 12:30:00 UTC-3","8 de julho de 2026 às 19:40:00 UTC-3","trump lincoln memorial renovation lawsuit,amy goodman","./explore?q=trump%20lincoln%20memorial%20renovation%20lawsuit&geo=US"
"matthew rhys","5 mil+","8 de julho de 2026 às 20:00:00 UTC-3","10 de julho de 2026 às 01:20:00 UTC-3","matthew rhys","./explore?q=matthew%20rhys&geo=US"
"jared leto","2 mil+","9 de julho de 2026 às 15:30:00 UTC-3","10 de julho de 2026 às 07:10:00 UTC-3","jared leto","./explore?q=jared%20leto&geo=US"
"ryan paevey cassius faison exit","5 mil+","7 de julho de 2026 às 07:20:00 UTC-3","7 de julho de 2026 às 14:30:00 UTC-3","ryan paevey cassius faison exit","./explore?q=ryan%20paevey%20cassius%20faison%20exit&geo=US"
"who does england play next","5 mil+","11 de julho de 2026 às 20:40:00 UTC-3","11 de julho de 2026 às 22:50:00 UTC-3","who does england play next,who will england play after norway,who does england play next in the world cup,who is england playing next","./explore?q=who%20does%20england%20play%20next&geo=US"
"javeayah harris","5 mil+","9 de julho de 2026 às 11:40:00 UTC-3","9 de julho de 2026 às 22:10:00 UTC-3","javeayah harris","./explore?q=javeayah%20harris&geo=US"
"landon donovan","5 mil+","11 de julho de 2026 às 22:10:00 UTC-3","11 de julho de 2026 às 23:40:00 UTC-3","landon donovan,pulisic injury,taylor twellman","./explore?q=landon%20donovan&geo=US"
"jimmie johnson","2 mil+","9 de julho de 2026 às 13:50:00 UTC-3","10 de julho de 2026 às 11:00:00 UTC-3","jimmie johnson","./explore?q=jimmie%20johnson&geo=US"
"keira knightley","2 mil+","10 de julho de 2026 às 23:40:00 UTC-3","11 de julho de 2026 às 17:50:00 UTC-3","keira knightley","./explore?q=keira%20knightley&geo=US"
"mike trout","5 mil+","8 de julho de 2026 às 23:30:00 UTC-3","10 de julho de 2026 às 01:10:00 UTC-3","mike trout","./explore?q=mike%20trout&geo=US"
"influencer marketing","200+","13 de julho de 2026 às 03:20:00 UTC-3","13 de julho de 2026 às 08:40:00 UTC-3","influencer marketing","./explore?q=influencer%20marketing&geo=US"
"alianza lima vs deportivo cali","1 mil+","12 de julho de 2026 às 17:20:00 UTC-3","12 de julho de 2026 às 21:00:00 UTC-3","alianza lima vs deportivo cali","./explore?q=alianza%20lima%20vs%20deportivo%20cali&geo=US"
"dibu martinez","2 mil+","11 de julho de 2026 às 22:20:00 UTC-3","12 de julho de 2026 às 01:40:00 UTC-3","dibu martinez,emiliano martínez","./explore?q=dibu%20martinez&geo=US"
"brahim diaz","10 mil+","9 de julho de 2026 às 17:00:00 UTC-3","9 de julho de 2026 às 19:30:00 UTC-3","brahim diaz,brahim díaz","./explore?q=brahim%20diaz&geo=US"
"braves trade rumors shortstop","5 mil+","8 de julho de 2026 às 18:10:00 UTC-3","9 de julho de 2026 às 14:10:00 UTC-3","braves trade rumors shortstop,jim jarvis","./explore?q=braves%20trade%20rumors%20shortstop&geo=US"
"widows bay","10 mil+","8 de julho de 2026 às 22:00:00 UTC-3","9 de julho de 2026 às 23:10:00 UTC-3","widows bay","./explore?q=widows%20bay&geo=US"
"rory mcilroy","5 mil+","11 de julho de 2026 às 09:40:00 UTC-3","11 de julho de 2026 às 17:00:00 UTC-3","rory mcilroy,the open","./explore?q=rory%20mcilroy&geo=US"
"wimbeldon","5 mil+","10 de julho de 2026 às 10:30:00 UTC-3","10 de julho de 2026 às 15:30:00 UTC-3","wimbeldon","./explore?q=wimbeldon&geo=US"
"luca van assche","200+","13 de julho de 2026 às 14:20:00 UTC-3","13 de julho de 2026 às 16:20:00 UTC-3","luca van assche","./explore?q=luca%20van%20assche&geo=US"
"fox sports","10 mil+","11 de julho de 2026 às 18:10:00 UTC-3","11 de julho de 2026 às 19:20:00 UTC-3","fox sports","./explore?q=fox%20sports&geo=US"
"fortnite pro am","1 mil+","12 de julho de 2026 às 17:40:00 UTC-3","12 de julho de 2026 às 21:00:00 UTC-3","fortnite pro am","./explore?q=fortnite%20pro%20am&geo=US"
"latest iphone rumors","1 mil+","13 de julho de 2026 às 02:40:00 UTC-3","13 de julho de 2026 às 09:30:00 UTC-3","latest iphone rumors,apple iphone ultra","./explore?q=latest%20iphone%20rumors&geo=US"
"jeremy doku","5 mil+","10 de julho de 2026 às 16:10:00 UTC-3","10 de julho de 2026 às 18:30:00 UTC-3","jeremy doku,jérémy doku","./explore?q=jeremy%20doku&geo=US"
"giants game","2 mil+","10 de julho de 2026 às 23:40:00 UTC-3","11 de julho de 2026 às 04:30:00 UTC-3","giants game,rockies - giants","./explore?q=giants%20game&geo=US"
"oil prices","20 mil+","8 de julho de 2026 às 07:30:00 UTC-3","8 de julho de 2026 às 11:40:00 UTC-3","oil prices,crude oil prices,crude oil prices today,iran ceasefire,kuwait,crude oil price","./explore?q=oil%20prices&geo=US"
"kaka","2 mil+","11 de julho de 2026 às 19:20:00 UTC-3","11 de julho de 2026 às 23:30:00 UTC-3","kaka","./explore?q=kaka&geo=US"
"alexi lalas","5 mil+","11 de julho de 2026 às 19:00:00 UTC-3","11 de julho de 2026 às 21:30:00 UTC-3","alexi lalas","./explore?q=alexi%20lalas&geo=US"
"obama presidential center","5 mil+","8 de julho de 2026 às 08:00:00 UTC-3","8 de julho de 2026 às 14:10:00 UTC-3","obama presidential center,wnba standings","./explore?q=obama%20presidential%20center&geo=US"
"sofia vergara","2 mil+","10 de julho de 2026 às 01:20:00 UTC-3","11 de julho de 2026 às 01:10:00 UTC-3","sofia vergara,red","./explore?q=sofia%20vergara&geo=US"
"pelea de mcgregor","2 mil+","11 de julho de 2026 às 23:20:00 UTC-3","12 de julho de 2026 às 02:40:00 UTC-3","pelea de mcgregor,pelea de conor mcgregor","./explore?q=pelea%20de%20mcgregor&geo=US"
"2027 jeep wrangler laredo","500+","13 de julho de 2026 às 08:20:00 UTC-3","13 de julho de 2026 às 10:50:00 UTC-3","2027 jeep wrangler laredo","./explore?q=2027%20jeep%20wrangler%20laredo&geo=US"
"mark esper","2 mil+","9 de julho de 2026 às 18:10:00 UTC-3","10 de julho de 2026 às 09:20:00 UTC-3","mark esper","./explore?q=mark%20esper&geo=US"
"zion rose","2 mil+","11 de julho de 2026 às 15:00:00 UTC-3","11 de julho de 2026 às 18:10:00 UTC-3","zion rose,zion rose baseball","./explore?q=zion%20rose&geo=US"
"dhs 2026 election grant rules","5 mil+","9 de julho de 2026 às 21:00:00 UTC-3","10 de julho de 2026 às 09:10:00 UTC-3","dhs 2026 election grant rules,election security","./explore?q=dhs%202026%20election%20grant%20rules&geo=US"
"forex factory","500+","13 de julho de 2026 às 10:40:00 UTC-3","13 de julho de 2026 às 12:20:00 UTC-3","forex factory","./explore?q=forex%20factory&geo=US"
"naomi osaka","20 mil+","7 de julho de 2026 às 12:50:00 UTC-3","7 de julho de 2026 às 15:00:00 UTC-3","naomi osaka,muchova,karolína muchová,osaka tennis,karolina muchova","./explore?q=naomi%20osaka&geo=US"
"aj brown","5 mil+","7 de julho de 2026 às 22:40:00 UTC-3","8 de julho de 2026 às 10:50:00 UTC-3","aj brown","./explore?q=aj%20brown&geo=US"
"golden goal","2 mil+","11 de julho de 2026 às 19:50:00 UTC-3","11 de julho de 2026 às 21:20:00 UTC-3","golden goal","./explore?q=golden%20goal&geo=US"
"wimbledon prize money","2 mil+","12 de julho de 2026 às 16:00:00 UTC-3","12 de julho de 2026 às 17:10:00 UTC-3","wimbledon prize money,wimbledon prize money 2026,jannik sinner net worth,how much does the winner of wimbledon get,wimbledon winner prize money","./explore?q=wimbledon%20prize%20money&geo=US"
"todays weather","500+","13 de julho de 2026 às 07:20:00 UTC-3","13 de julho de 2026 às 09:10:00 UTC-3","todays weather","./explore?q=todays%20weather&geo=US"
"san anselmo connections","5 mil+","7 de julho de 2026 às 07:10:00 UTC-3","8 de julho de 2026 às 00:10:00 UTC-3","san anselmo connections","./explore?q=san%20anselmo%20connections&geo=US"
"météo demain","2 mil+","12 de julho de 2026 às 22:20:00 UTC-3","13 de julho de 2026 às 08:10:00 UTC-3","météo demain,météo cette semaine","./explore?q=m%C3%A9t%C3%A9o%20demain&geo=US"
"kansas city temperature","2 mil+","11 de julho de 2026 às 22:10:00 UTC-3","12 de julho de 2026 às 01:00:00 UTC-3","kansas city temperature,temperature in kansas city,argentina weather","./explore?q=kansas%20city%20temperature&geo=US"
"clement turpin","2 mil+","11 de julho de 2026 às 18:20:00 UTC-3","11 de julho de 2026 às 21:30:00 UTC-3","clement turpin,turpin referee","./explore?q=clement%20turpin&geo=US"
"노르웨이 대 잉글랜드","2 mil+","11 de julho de 2026 às 17:30:00 UTC-3","11 de julho de 2026 às 21:50:00 UTC-3","노르웨이 대 잉글랜드","./explore?q=%EB%85%B8%EB%A5%B4%EC%9B%A8%EC%9D%B4%20%EB%8C%80%20%EC%9E%89%EA%B8%80%EB%9E%9C%EB%93%9C&geo=US"
"drew brees","2 mil+","11 de julho de 2026 às 21:10:00 UTC-3","12 de julho de 2026 às 01:20:00 UTC-3","drew brees","./explore?q=drew%20brees&geo=US"
"southwest emergency flight diversion","5 mil+","8 de julho de 2026 às 19:10:00 UTC-3","8 de julho de 2026 às 23:30:00 UTC-3","southwest emergency flight diversion","./explore?q=southwest%20emergency%20flight%20diversion&geo=US"
"california dmv license test irregularities","5 mil+","8 de julho de 2026 às 10:00:00 UTC-3","8 de julho de 2026 às 20:10:00 UTC-3","california dmv license test irregularities","./explore?q=california%20dmv%20license%20test%20irregularities&geo=US"
"walmart product cost rollbacks","2 mil+","9 de julho de 2026 às 07:40:00 UTC-3","9 de julho de 2026 às 17:40:00 UTC-3","walmart product cost rollbacks,walmart stock,walmart lowering prices","./explore?q=walmart%20product%20cost%20rollbacks&geo=US"
"wnba guard analysis caitlin clark","10 mil+","9 de julho de 2026 às 18:20:00 UTC-3","10 de julho de 2026 às 09:50:00 UTC-3","wnba guard analysis caitlin clark,nneka ogwumike,angel reese,wnba all star game 2026,rhyne howard,kelsey plum,wnba all star reserves 2026,angel","./explore?q=wnba%20guard%20analysis%20caitlin%20clark&geo=US"
"jackson hinkle","5 mil+","7 de julho de 2026 às 07:10:00 UTC-3","8 de julho de 2026 às 09:30:00 UTC-3","jackson hinkle,foxnews","./explore?q=jackson%20hinkle&geo=US"
"strand larsen","5 mil+","11 de julho de 2026 às 20:20:00 UTC-3","11 de julho de 2026 às 21:40:00 UTC-3","strand larsen,viking,norway row chant,liverpool england,norway row,ryerson soccer","./explore?q=strand%20larsen&geo=US"
"nikola kusturica","5 mil+","9 de julho de 2026 às 12:10:00 UTC-3","9 de julho de 2026 às 17:20:00 UTC-3","nikola kusturica","./explore?q=nikola%20kusturica&geo=US"
"derek hill","2 mil+","11 de julho de 2026 às 20:00:00 UTC-3","11 de julho de 2026 às 22:50:00 UTC-3","derek hill","./explore?q=derek%20hill&geo=US"
"tiffany haddish","10 mil+","9 de julho de 2026 às 00:40:00 UTC-3","9 de julho de 2026 às 05:00:00 UTC-3","tiffany haddish,jimmy kimmel","./explore?q=tiffany%20haddish&geo=US"
"ufc 6","2 mil+","11 de julho de 2026 às 22:40:00 UTC-3","12 de julho de 2026 às 02:00:00 UTC-3","ufc 6","./explore?q=ufc%206&geo=US"
"eric booth jr","2 mil+","11 de julho de 2026 às 15:10:00 UTC-3","11 de julho de 2026 às 18:30:00 UTC-3","eric booth jr","./explore?q=eric%20booth%20jr&geo=US"
"washington spirit vs north carolina courage","2 mil+","11 de julho de 2026 às 19:10:00 UTC-3","11 de julho de 2026 às 22:10:00 UTC-3","washington spirit vs north carolina courage","./explore?q=washington%20spirit%20vs%20north%20carolina%20courage&geo=US"
"henry cuellar","500+","13 de julho de 2026 às 17:20:00 UTC-3","13 de julho de 2026 às 18:00:00 UTC-3","henry cuellar","./explore?q=henry%20cuellar&geo=US"
"fraud","5 mil+","9 de julho de 2026 às 12:20:00 UTC-3","10 de julho de 2026 às 09:30:00 UTC-3","fraud,daycare center,daycare,childcare","./explore?q=fraud&geo=US"
"alex rodriguez new relationship hayden","5 mil+","7 de julho de 2026 às 06:50:00 UTC-3","7 de julho de 2026 às 19:00:00 UTC-3","alex rodriguez new relationship hayden,meghan hayden","./explore?q=alex%20rodriguez%20new%20relationship%20hayden&geo=US"
"mel gibson","2 mil+","11 de julho de 2026 às 23:10:00 UTC-3","12 de julho de 2026 às 01:20:00 UTC-3","mel gibson","./explore?q=mel%20gibson&geo=US"
"cape fear cast","2 mil+","10 de julho de 2026 às 21:00:00 UTC-3","11 de julho de 2026 às 03:00:00 UTC-3","cape fear cast","./explore?q=cape%20fear%20cast&geo=US"
"sheinelle jones","2 mil+","10 de julho de 2026 às 18:20:00 UTC-3","10 de julho de 2026 às 22:00:00 UTC-3","sheinelle jones,sheinelle jones twins clara uche","./explore?q=sheinelle%20jones&geo=US"
"manu koné","10 mil+","9 de julho de 2026 às 16:30:00 UTC-3","9 de julho de 2026 às 19:50:00 UTC-3","manu koné,manu kone,manchester united,kone france,kone","./explore?q=manu%20kon%C3%A9&geo=US"
